Data ID No,Chemical Name,Chemical Class,Carbon Number,CAS,SMILES,Inoculum description,DT50,log(DT50),Innoculum,StudyT,logfoc,logWSratio,log_Tdose,log_Dose,Disp,bond:C#N_nitrile_generic,bond:C#N_nitrile,bond:CN_amine_aliphatic_generic,bond:CS_sulfide_dialkyl,bond:CS_sulfide,chain:alkaneBranch_isopropyl_C3,chain:alkaneBranch_isohexyl_pentyl_3-methyl,chain:alkaneBranch_isooctyl_heptyl_3-methyl,chain:alkaneBranch_isononyl_heptyl_2_5-methyl,chain:alkaneCyclic_hexyl_C6,chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4),chain:alkaneLinear_propyl_C3,chain:alkaneLinear_butyl_C4,chain:alkaneLinear_hexyl_C6,chain:alkaneLinear_octyl_C8,chain:alkaneLinear_decyl_C10,chain:alkaneLinear_dodedyl_C12,chain:alkaneLinear_tetradecyl_C14,chain:alkaneLinear_hexadecyl_C16,chain:alkaneLinear_stearyl_C18,chain:alkeneCyclic_diene_cyclopentadiene,chain:alkeneCyclic_ethene_C_(connect_noZ),chain:alkeneLinear_mono-ene_ehtylene_terminal,chain:alkeneLinear_mono-ene_ethylene_generic,chain:aromaticAlkane_Ar-C_meta,chain:aromaticAlkane_Ar-C_ortho,chain:aromaticAlkane_Ph-C1_acyclic_generic,chain:aromaticAlkane_Ph-1_4-C1_acyclic,chain:aromaticAlkane_Ph-C2,chain:aromaticAlkane_Ph-C1_cyclic,chain:aromaticAlkene_Ph-C2_cyclic,ring:aromatic_benzene,ring:aromatic_biphenyl,ring:aromatic_phenyl,ring:fused_[5_6]_indane,ring:fused_[6_6]_naphthalene,ring:fused_PAH_acenaphthylene,ring:fused_PAH_anthracene,ring:fused_PAH_benz(a)anthracene,ring:fused_PAH_benzophenanthrene,ring:fused_PAH_fluorene,ring:fused_PAH_phenanthrene,ring:fused_PAH_pyrene,ring:hetero_[5]_N_pyrrole,ring:hetero_[5]_N_pyrrole_generic,ring:hetero_[5]_N_S_thiazole,ring:hetero_[5]_O_furan,ring:hetero_[5]_O_oxolane,ring:hetero_[5]_S_thiophene,ring:hetero_[5]_Z_1_3-Z,ring:hetero_[5]_Z_1-Z,ring:hetero_[5_6]_N_indole,ring:hetero_[5_6]_N_S_benzothiazole_(1_3-),ring:hetero_[5_6]_O_benzofuran,ring:hetero_[5_6]_Z_generic,ring:hetero_[6]_N_pyrazine,ring:hetero_[6]_N_pyridine,ring:hetero_[6]_N_pyridine_generic,ring:hetero_[6]_Z_1-,ring:hetero_[6]_Z_1_4-,ring:hetero_[6]_Z_generic,ring:hetero_[6_5_6]_N_carbazole,ring:hetero_[6_5_6]_O_benzofuran_dibenzo,ring:hetero_[6_6]_N_isoquinoline,ring:hetero_[6_6]_N_quinoline,ring:hetero_[6_6]_N_quinoxaline,ring:hetero_[6_6]_Z_generic,ring:hetero_[6_6_6]_N_acridine,Compartment assignment,Matrix location,Approximate location coordinates,Matrix collection Temperature (oC),abs(diff(T)),Matrix storage,Study system,Study matrix volume (L),Matrix Organic Carbon Content (%),pH,Study moisture content (%),Study Sediment:Water ratio,Study Agitation,Study Agitation description,Study Aeration,Study Aeration description,Study duration (d),Study controls,Abiotic control type,Test substance type,Test substance description,Test substance physical form,Test substance dosing stratgy,Total hydrocarbon dose (ppm),Initial test substance concentration (ppm),Final test substance concentration (ppm),Kinetics used,R2 (if applicable),Lag (d),Rate (d-1),Halflife (d),Study reference,Study comments,Other comments,Soil classification,Non standard inoculum,pH,Organic carbon,Sampling and storage,"Nutrient supplemenation (N,P)",Non-routine experimental setup,Soil moisture,Soil aeration,Water:Sediment ratio,Sediment agitation and aeration,Light regime,Test substance concentration,"Mixtures, crudes or petroleum products",Temperature,Inoculum,Test system,Flags,Total relevance (Inoculum + Test system ave),HL_bhcw,logHL_bhcw
935,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Mangrove swamp sediment,15.19736842,1.181768392,Brackish,20,,0.361727836,1.740362689,1.740362689,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Ho Chung, Hong Kong","22.3552° N, 114.2459° E",,N.D.,"Filtered through 2mm sieve, kept moist at 4oC",Open microcosm (250mL conical flask),0.15,,,,2.3,Yes,Flasks shaken 180 rpm,Yes,Flasks not sealed,6,Abiotic control,Extended Autoclave,Single constituent,,Solid,"Dissolved in solvent (acetone), added to sediment and evaporated overnight",55,55,41.965,First order rate constant,0.93,,0.0456,15.19736842,Chen 2008, 35% salinity,Study test volume assumed based on 2g cm3 sediment density,N/A,N ,L,L,H,M,N ,N/A,N/A,M,L,L,M,H,H,1.8,2.0,0,1.9,14.97,1.1752
936,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Mangrove swamp sediment ,13.75,1.138302698,Brackish,25,,0.361727836,1.740362689,1.740362689,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Ho Chung, Hong Kong","22.3552° N, 114.2459° E",,N.D.,"Filtered through 2mm sieve, kept moist at 4oC",Open microcosm (250mL conical flask),0.15,,,,2.3,Yes,Flasks shaken 180 rpm,Yes,Flasks not sealed,6,Abiotic control,Extended Autoclave,Single constituent,,Solid,"Dissolved in solvent (acetone), added to sediment and evaporated overnight",55,55,40.15,First order rate constant,0.96,,0.0504,13.75,Chen 2008, 15% salinity,Study test volume assumed based on 2g cm3 sediment density,N/A,N ,L,L,H,M,N ,N/A,N/A,M,L,L,M,H,H,1.8,2.0,0,1.9,14.97,1.1752
937,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Mangrove swamp sediment ,7.598684211,0.880738396,Brackish,30,,0.361727836,1.740362689,1.740362689,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Ho Chung, Hong Kong","22.3552° N, 114.2459° E",,N.D.,"Filtered through 2mm sieve, kept moist at 4oC",Open microcosm (250mL conical flask),0.15,,,,2.3,Yes,Flasks shaken 180 rpm,Yes,Flasks not sealed,6,Abiotic control,Extended Autoclave,Single constituent,,Solid,"Dissolved in solvent (acetone), added to sediment and evaporated overnight",55,55,25.575,First order rate constant,0.67,,0.0912,7.598684211,Chen 2008, 5% salinity,Study test volume assumed based on 2g cm3 sediment density,N/A,N ,L,L,H,M,N ,N/A,N/A,M,L,L,M,H,H,1.8,2.0,0,1.9,14.97,1.1752
938,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Freshwater river sediment,46.58490566,1.66824522,Freshwater,25,0.292256071,-0.301029996,3.255272505,2.477121255,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Chao Phraya River, Thailand",,,N.D.,,Closed microcosm in 30mL glass bottles and sealed with aluminium caps,0.01,1.96,,60% WHC,0.5,No,,No,Oxygen available in headspace,70,Abiotic controls,Extended Autoclave,Synthetic mixture,,Solid,"Solvent dissolved(acetone), added to sediment and evaporated ",1800,300,79.6,Lag + First order rate constant,0.8422,3,0.0159,43.58490566,Muangchinda 2107,Unlikely to be enough O2 in headspace for complete mineralisation,,N/A,N ,H,H,H,H,N ,N/A,N/A,L,L,H,M,M,H,3.0,2.0,0,2.5,14.97,1.1752
939,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Marine sediment and seawater,1.981698599,0.297037602,Marine,20,,1.897627091,0.425925301,-1.48148606,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Cullercoats beach, Tyne and Wear, UK",,,N.D.,Stored at 4oC in the dark for 24 h prior to use,Open (partially) microcosms in 250mL flasks in dark,0.155,,,,79,Yes,"Orbital shaker, 80 rpm",Yes,Partially open vessels to maintain adequate aeration,80,Abiotic control,Extended autoclave and sodium azide,Crude oil,light Arabian crude oil weathered,Liquid,Mixed directly,2.67,0.033,0,First order rate constant,0.8265,,0.350,1.981698599,Watson 2002,Ammended with nutrients,,N/A,N ,L,L,H,M,N ,N/A,N/A,L,L,H,M,M,H,1.8,2.0,0,1.9,14.97,1.1752
940,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Coastal mudflat sediment,9.454297408,0.97562926,Marine,22,,0.602059991,4.301029996,0.399673721,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Colne Estuary, Essex, UK",51.810°N 0.979°E,Collected 3 July 2006 at low tide,#VALUE!,Sediment cores and seawater collected and and stored at 4oC for maximum of 6 days,Outdoor mesocosms constructed in plastic containers. 20 sediment cores in 42x32x25.5cm container. Seawater reservior was 45x22x24cm. Sediments were intermittently submerged in seawater to reflect tidal conditions.,1.7,,,,4,No,Intact cores used that were intermittently submerged with seawter,Yes,Open mesocosm and submerged with aerated seawater,21,Abiotic control,Extended Autoclave,Crude oil,Forties blend crude oil artifically weathered to removed volatiles. ,Liquid,Vigorously mixed with sterile seawater at a ratio of 25% (vol/vol) until an emulsion was obtained. Emulsion added to top of each sediment core,20000,2.51,0.43,First order rate constant,0.74,,0.0733,9.454297408,Coulon 2012,Daily temperature fluctuations between 15 - 30oC throughout experiment,,N/A,N ,L,L,H,H,Y,N/A,N/A,H,H,L,M,M,H,2.0,2.3,1,2.2,14.97,1.1752
941,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Marine sediment and seawater (1600m deep),19.4,1.288727675,Marine,4,,-0.026872146,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.012,,,,0.94,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0000,First order rate constant,,,0.0356,19.4,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,14.97,1.1752
942,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Marine sediment and seawater (1600m deep),40.3,1.604821418,Marine,4,,0.361727836,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0000,First order rate constant,,,0.0172,40.3,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,14.97,1.1752
943,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Marine sediment and seawater (1600m deep),18.5,1.267068615,Marine,4,,0.361727836,2.301029996,0.698970004,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and added to test,200,5,0.0000,First order rate constant,,,0.0375,18.5,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,14.97,1.1752
944,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Intertidal sediment and water,20.20408163,1.305439115,Brackish,21,,1,0.681241237,0.681241237,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Lowes Cove, Maine, USA","43.9339° N, 69.5774° W",,N.D.,,"Sealed microcosms in 40cm3 glass serum bottles, capped with teflon stoppers. Stored in dark",0.01,,,,10,Yes,Shaking 150rpm,Yes,The bottles Bottles were flushed with air at regular intervals (2 to 3 d),15,Abiotic control,Anaerobic biodegradation samples used as abiotic controls,Synthetic mixture,,Solid,"Dissolved in solvent (DCM), added to autoclaved carrier sediment and evaporated for several minutes. Bulk carrier mixed with test sediment",4.8,4.8,0.1,First order rate constant,0.8297,,0.0343,20.20408163,Chung 1999,Sediment from Nereis virens burrows,Test performed at room temperature. Assume 21oC,N/A,N ,L,L,H,H,N ,N/A,N/A,M,L,H,M,M,H,2.0,2.2,0,2.1,14.97,1.1752
945,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Intertidal sediment and water,18.35346323,1.263718026,Brackish,21,,1,0.62838893,0.62838893,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Lowes Cove, Maine, USA","43.9339° N, 69.5774° W",,N.D.,,"Sealed microcosms in 40cm3 glass serum bottles, capped with teflon stoppers. Stored in dark",0.01,,,,10,Yes,Shaking 150rpm,Yes,The bottles Bottles were flushed with air at regular intervals (2 to 3 d),12,Abiotic control,Anaerobic biodegradation samples used as abiotic controls,Synthetic mixture,,Solid,"Dissolved in solvent (DCM), added to autoclaved carrier sediment and evaporated for several minutes. Bulk carrier mixed with test sediment",4.25,4.25,0.07,First order rate constant,0.9917,9,1.97,9.353463226,Chung 1999,Sediment from Nereis virens burrows,Test performed at room temperature. Assume 21oC,N/A,N ,L,L,H,H,N ,N/A,N/A,M,L,H,M,M,H,2.0,2.2,0,2.1,14.97,1.1752
946,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Deepwater marine sediment,38.85057471,1.589397448,Marine,5,,0.602059991,4.301029996,0.965899928,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Faroe Shetland Channel, North Atlantic",61°35.00'N 04°15.00'W,,N.D.,Stored at 1 °C under approximately 10 cm of ambient seawater for 14 -21 days,Closed microcosm in glass vials and caps,0.02,,,,4,Yes,"Rotary Shaker, 150 rpm",Yes,"On days 10 and 30, the headspace in each vial was replenished with sterile air through the septa to ensure the conditions remained aerobic",50,Abiotic control,Extended Autoclave,Synthetic mixture,"A model oil containing 20 hydrocarbons was formulated with a mixture of aliphatic, aromatic, polyaromatic (PAH), and resin components. Density 880kg/m3",Liquid,Mixed directly,20000,9.244851259,0.008800679,First order rate constant,1,30,0.0783,8.850574713,Ferguson 2017,Depth 500m,,N/A,N ,L,L,H,H,N ,N/A,N/A,H,L,H,H,M,L,2.0,2.2,0,2.1,14.97,1.1752
947,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Deepwater marine sediment,39.6,1.597695186,Marine,0,,0.602059991,4.301029996,0.98624531,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Faroe Shetland Channel, North Atlantic",61°07.99’N 02°10.38’W,,N.D.,Stored at 1 °C under approximately 10 cm of ambient seawater for 14 -21 days,Closed microcosm in glass vials and caps,0.02,,,,4,Yes,"Rotary Shaker, 150 rpm",Yes,"On days 10 and 30, the headspace in each vial was replenished with sterile air through the septa to ensure the conditions remained aerobic",50,Abiotic control,Extended Autoclave,Synthetic mixture,"A model oil containing 20 hydrocarbons was formulated with a mixture of aliphatic, aromatic, polyaromatic (PAH), and resin components. Density 880kg/m3",Liquid,Mixed directly,20000,9.6882494,0.019714964,First order rate constant,0.8883,0,0.0175,39.6,Ferguson 2017,Depth 1000m,,N/A,N ,L,L,H,H,N ,N/A,N/A,H,L,H,H,M,L,2.0,2.2,0,2.1,14.97,1.1752
948,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Mangrove swamp sediment,39.6,1.597695186,Brackish,28,0.551449998,0,1.602059991,1,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Ma Wan, Hong Kong","22°20'59.2""N 114°03'20.9""E",,N.D.,The sediment was sieved through a 2 mm sieve before use,"Closed microcosm, 100mL with silicone septa and aluminium caps. Incubated in dark",0.025,3.56,,,1,Yes,"Rotary Shaker, 150 rpm",Yes,Low oxygen (2%) but replenished every 3 days,125,Abiotic controls,Extended Autoclave,Synthetic mixture,,Solid,"Solvent dissolved(acetone), added to sediment and evaporated for 30 mins",40,10,,First order rate constant,0.9151,,0.0175,39.6,Li 2010,,,N/A,N ,H,H,H,L,N ,N/A,N/A,M,L,H,M,M,H,2.5,2.2,0,2.3,14.97,1.1752
949,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Mangrove swamp sediment,39.375,1.595220567,Brackish,28,0.551449998,0,1.602059991,1,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Ma Wan, Hong Kong","22°20'59.2""N 114°03'20.9""E",,N.D.,The sediment was sieved through a 2 mm sieve before use,"Closed microcosm, 100mL with silicone septa and aluminium caps. Incubated in dark",0.025,3.56,,,1,Yes,"Rotary Shaker, 150 rpm",Yes,Low oxygen (2%) but replenished every 3 days,125,Abiotic controls,Extended Autoclave,Synthetic mixture,,Solid,"Solvent dissolved(acetone), added to sediment and evaporated for 30 mins",40,10,,First order rate constant,0.919,,0.0176,39.375,Li 2010,Additional Fe(III) added,,N/A,N ,H,H,H,L,N ,N/A,N/A,M,L,H,M,M,H,2.5,2.2,0,2.3,14.97,1.1752
950,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Mangrove swamp sediment,42.25609756,1.625889387,Brackish,28,0.551449998,0,1.602059991,1,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Ma Wan, Hong Kong","22°20'59.2""N 114°03'20.9""E",,N.D.,The sediment was sieved through a 2 mm sieve before use,"Closed microcosm, 100mL with silicone septa and aluminium caps. Incubated in dark",0.025,3.56,,,1,Yes,"Rotary Shaker, 150 rpm",Yes,Low oxygen (2%) but replenished every 3 days,125,Abiotic controls,Extended Autoclave,Synthetic mixture,,Solid,"Solvent dissolved(acetone), added to sediment and evaporated for 30 mins",40,10,,First order rate constant,0.9277,,0.0164,42.25609756,Li 2011,,,N/A,N ,H,H,H,L,N ,N/A,N/A,M,L,H,M,M,H,2.5,2.2,0,2.3,14.97,1.1752
951,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Mangrove swamp sediment,55.44,1.743823222,Brackish,28,0.551449998,0,1.602059991,1,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Ma Wan, Hong Kong","22°20'59.2""N 114°03'20.9""E",,N.D.,The sediment was sieved through a 2 mm sieve before use,"Closed microcosm, 100mL with silicone septa and aluminium caps. Incubated in dark",0.025,3.56,,,1,Yes,"Rotary Shaker, 150 rpm",Yes,Low oxygen (2%) but replenished every 3 days,125,Abiotic controls,Extended Autoclave,Synthetic mixture,,Solid,"Solvent dissolved(acetone), added to sediment and evaporated for 30 mins",40,10,,First order rate constant,0.913,,0.0125,55.44,Li 2011,Additional Mn(IV) added,,N/A,N ,H,H,H,L,N ,N/A,N/A,M,L,H,M,M,H,2.5,2.2,0,2.3,14.97,1.1752
952,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Freshwater lake sediment,18.48,1.266701967,Freshwater,25,,-0.15490196,1.176091259,1,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"East Taihu Lake, China",,,N.D.,,Open microcosm using 4L column bioreactors. Performed in dark,2.4,,,,0.7,No,Intended to replicate redox gradient in sediment,No,Passive aeration due to open top,22,Abiotic control,Extended sterilisation,Synthetic mixture,,Solid,Solvent dissolved (methanol) added to sediment and mixed for 2 hours prior to start of experiment.,15,10,2,First order rate constant,0.923,,0.0375,18.48,Yan 2012,Nutrients added to overlying water,,N/A,N ,H,L,H,M,Y,N/A,N/A,M,M,H,H,M,H,2.3,2.5,1,2.4,14.97,1.1752
953,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Freshwater lake sediment,20.87349398,1.319595151,Freshwater,25,,-0.15490196,1.176091259,1,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"East Taihu Lake, China",,,N.D.,,Open microcosm using 4L column bioreactors. Performed in dark,2.4,,,,0.7,No,Intended to replicate redox gradient in sediment,No,Passive aeration due to open top,22,Abiotic control,Extended sterilisation,Synthetic mixture,,Solid,Solvent dissolved (methanol) added to sediment and mixed for 2 hours prior to start of experiment.,15,10,1.9,First order rate constant,0.827,,0.0332,20.87349398,Yan 2012,Nutrients and FeOOH added to overlying water,,N/A,N ,H,L,H,M,Y,N/A,N/A,M,M,H,H,M,H,2.3,2.5,1,2.4,14.97,1.1752
954,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,Mangrove swamp sediment,27.3,1.436162647,Brackish,25,0.283301229,-0.124938737,1.954242509,1.477121255,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Samut Songkram, Thailand",,,N.D.,,Closed microcosm in 30mL glass bottles and sealed with aluminium caps,0.02,1.92,,,0.75,No,,No,Oxygen available in headspace,42,Abiotic controls,Extended Autoclave,Synthetic mixture,,Solid,"Solvent dissolved(acetone), added to sediment and evaporated ",90,30,9.3,First order rate constant,0.8774,0,0.0253,27.3,Muangchinda 2013,Unlikely to be enough O2 in headspace for complete mineralisation,,N/A,N ,H,H,H,H,N ,N/A,N/A,L,L,H,M,M,H,3.0,2.0,0,2.5,14.97,1.1752
955,Phenanthridine,Het,13,229-87-8,c1ccc2c(c1)cnc3ccccc23,Sandy sediment and sterile artifical seawater,10.3,1.013363962,Marine,24,,0.903089987,3,1.602059991,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,Sediment,"Bay St. Louis estuary, MS, USA",30.347°N 89.317°W,,N.D.,,Closed microcosm in glass vessel with various entry/exit ports,0.04,,,,8,Yes,Magnetic stirrer,Yes,Well oxidized (+150 mV) conditions maintained,112,Abiotic control,Extended Autoclave,Synthetic mixture,,Solid,Dissolved in solvent (acetone) and mixed in sediment for 24 hours,1000,40,0,First order rate constant,0.9459,,0.067,10.3,Catallo 1996,System equilibrated for 7 days before start of experiment,"Salinity of seawater 15g/L. Dried, ground Spartina added to each sediment at 5%w/w",N/A,N ,H,L,H,L,N ,N/A,N/A,M,L,L,M,M,H,2.0,1.8,0,1.9,-99,-99
